Date,Open,High,Low,Close,Adj Close,Volume
2015-12-03,235.479996,237.449997,230.000000,232.710007,232.710007,2939564
2015-12-04,232.460007,233.270004,227.660004,230.380005,230.380005,2573603
2015-12-07,227.699997,235.630005,226.149994,231.130005,231.130005,3144223
2015-12-08,227.520004,228.800003,224.199997,226.720001,226.720001,2687636
2015-12-09,226.699997,227.500000,220.720001,224.520004,224.520004,3057753
2015-12-10,224.710007,228.490005,223.639999,227.070007,227.070007,2071692
2015-12-11,225.240005,225.750000,216.639999,217.020004,217.020004,3268726
2015-12-14,217.509995,220.919998,214.869995,218.580002,218.580002,2831518
2015-12-15,221.820007,222.220001,218.000000,221.089996,221.089996,2244424
2015-12-16,222.100006,234.880005,220.729996,234.509995,234.509995,5104341
2015-12-17,233.940002,237.759995,229.814896,233.389999,233.389999,3298638
2015-12-18,232.889999,235.899994,229.289993,230.460007,230.460007,3014170
2015-12-21,231.690002,235.830002,231.080002,232.559998,232.559998,1953174
2015-12-22,234.990005,236.550003,229.630005,229.949997,229.949997,1961495
2015-12-23,232.179993,233.449997,228.130005,229.699997,229.699997,1554979
2015-12-24,230.559998,231.880005,228.279999,230.570007,230.570007,710277
2015-12-28,231.490005,231.979996,225.539993,228.949997,228.949997,1901304
2015-12-29,230.059998,237.720001,229.546997,237.190002,237.190002,2406290
2015-12-30,236.600006,243.634003,235.670700,238.089996,238.089996,3697921
2015-12-31,238.509995,243.449997,238.369995,240.009995,240.009995,2715038
2016-01-04,230.720001,231.380005,219.000000,223.410004,223.410004,6827146
2016-01-05,226.360001,226.889999,220.000000,223.429993,223.429993,3186752
2016-01-06,220.000000,220.050003,215.979996,219.039993,219.039993,3779128
2016-01-07,214.190002,218.440002,213.669998,215.649994,215.649994,3554251
2016-01-08,217.860001,220.440002,210.770004,211.000000,211.000000,3628058
2016-01-11,214.009995,214.449997,203.000000,207.850006,207.850006,4091422
2016-01-12,211.600006,213.739502,205.309998,209.970001,209.970001,3091917
2016-01-13,212.009995,212.649994,200.000000,200.309998,200.309998,4126416
2016-01-14,202.210007,210.000000,193.380005,206.179993,206.179993,6490741
2016-01-15,198.970001,205.070007,197.250000,204.990005,204.990005,5578640
2016-01-19,208.710007,210.470001,200.779999,204.720001,204.720001,4038676
2016-01-20,199.399994,201.279999,191.250000,198.699997,198.699997,5838608
2016-01-21,201.550003,203.229996,195.020004,199.970001,199.970001,3166159
2016-01-22,204.800507,205.500000,199.029999,202.550003,202.550003,3124055
2016-01-25,200.059998,203.570007,195.880005,196.380005,196.380005,2698739
2016-01-26,196.699997,197.820007,188.880005,193.559998,193.559998,4964180
2016-01-27,192.380005,193.259995,185.770004,188.070007,188.070007,3617221
2016-01-28,190.789993,191.279999,182.410004,189.699997,189.699997,4592754
2016-01-29,189.949997,193.740005,188.080002,191.199997,191.199997,2852289
2016-02-01,188.759995,199.520004,182.750000,196.940002,196.940002,5297639
2016-02-02,192.419998,193.119995,180.229996,182.779999,182.779999,5773637
2016-02-03,183.589996,183.940002,170.179993,173.479996,173.479996,7931362
2016-02-04,170.699997,175.979996,166.990005,175.330002,175.330002,4385366
2016-02-05,171.300003,173.000000,157.744202,162.600006,162.600006,9437591
2016-02-08,157.104996,157.149994,146.000000,147.990005,147.990005,9312988
2016-02-09,142.320007,159.789993,141.050003,148.250000,148.250000,8651648
2016-02-10,150.500000,154.970001,141.740005,143.669998,143.669998,10406513
2016-02-11,152.000000,163.259995,147.000000,150.470001,150.470001,14252364
2016-02-12,155.000000,157.009995,143.699997,151.039993,151.039993,7235783
2016-02-16,158.699997,162.949997,154.110001,155.169998,155.169998,5593794
2016-02-17,159.000000,169.339996,156.679993,168.679993,168.679993,5825159
2016-02-18,172.419998,172.949997,164.770004,166.770004,166.770004,3887574
2016-02-19,163.660004,167.490005,162.500000,166.580002,166.580002,2959390
2016-02-22,170.119995,178.910004,169.850006,177.740005,177.740005,5060051
2016-02-23,176.160004,181.729996,173.679993,177.210007,177.210007,5984374
2016-02-24,172.750000,179.500000,167.839996,179.000000,179.000000,5395609
2016-02-25,178.649994,188.519196,175.199997,187.429993,187.429993,5750741
2016-02-26,188.699997,192.000000,185.000000,190.339996,190.339996,6065117
2016-02-29,192.399994,196.350006,189.222000,191.929993,191.929993,4498997
2016-03-01,194.250000,195.948395,182.699997,186.350006,186.350006,6712159
2016-03-02,183.729996,188.520004,181.500000,188.339996,188.339996,4862396
2016-03-03,188.279999,197.419998,184.220001,195.740005,195.740005,4829018
2016-03-04,198.000000,204.029999,197.500107,201.039993,201.039993,6489058
2016-03-07,197.679993,209.699997,197.399994,205.289993,205.289993,5337072
2016-03-08,203.500000,207.500000,202.199997,202.600006,202.600006,4178693
2016-03-09,204.520004,209.372604,202.789993,208.720001,208.720001,3208554
2016-03-10,210.000000,213.289993,200.671005,205.179993,205.179993,5192523
2016-03-11,207.929993,209.419998,205.330002,207.500000,207.500000,3343077
2016-03-14,212.649994,216.720001,210.639999,215.149994,215.149994,4065706
2016-03-15,214.270004,218.970001,211.500000,218.339996,218.339996,3180452
2016-03-16,218.000000,222.580002,217.020004,221.929993,221.929993,3516703
2016-03-17,221.470001,228.500000,220.000000,226.380005,226.380005,3782891
2016-03-18,229.100006,234.479996,228.059998,232.740005,232.740005,4711793
2016-03-21,235.339996,239.880005,235.000000,238.320007,238.320007,5307822
2016-03-22,237.210007,238.990005,232.557999,234.240005,234.240005,4315988
2016-03-23,232.369995,234.729996,222.029999,222.580002,222.580002,4948841
2016-03-24,215.779999,228.887695,215.000000,227.750000,227.750000,4960900
2016-03-28,231.610001,234.809998,225.000000,230.259995,230.259995,3925685
2016-03-29,229.889999,232.380005,225.330002,230.130005,230.130005,4014330
2016-03-30,235.089996,235.500000,226.500000,226.889999,226.889999,4032982
2016-03-31,229.339996,237.419998,225.009995,229.770004,229.770004,8012872
2016-04-01,244.824997,247.899994,233.250000,237.589996,237.589996,15997509
2016-04-04,249.119995,252.119995,243.639999,246.990005,246.990005,13475327
2016-04-05,240.500000,256.559998,240.000000,255.470001,255.470001,9948699
2016-04-06,253.970001,267.739990,253.449997,265.420013,265.420013,11705479
2016-04-07,266.450012,269.339996,254.509995,257.200012,257.200012,8856171
2016-04-08,260.500000,260.820007,248.020096,250.070007,250.070007,7363935
2016-04-11,251.000000,258.989990,245.300003,249.919998,249.919998,9161693
2016-04-12,249.500000,251.800003,243.630005,247.820007,247.820007,5763208
2016-04-13,248.509995,255.500000,247.330002,254.529999,254.529999,4925595
2016-04-14,253.000000,256.838989,251.050095,251.860001,251.860001,4132185
2016-04-15,251.309998,254.600006,249.119995,254.509995,254.509995,3752366
2016-04-18,252.229996,258.309998,251.660004,253.880005,253.880005,4271362
2016-04-19,253.119995,254.369904,241.251007,247.369995,247.369995,6357526
2016-04-20,246.259995,253.660004,241.500000,249.970001,249.970001,5194051
2016-04-21,248.990005,250.899994,246.910004,248.289993,248.289993,2783059
2016-04-22,248.889999,254.000000,245.710007,253.750000,253.750000,3786327
2016-04-25,253.009995,257.380005,250.759995,251.820007,251.820007,3670348
2016-04-26,252.050003,255.729996,249.389999,253.740005,253.740005,3223839
2016-04-27,252.750000,255.000000,249.399994,251.470001,251.470001,3205808
2016-04-28,249.850006,253.429993,247.440002,247.710007,247.710007,2518990
2016-04-29,248.139999,248.429993,237.809998,240.759995,240.759995,5413787
2016-05-02,241.500000,243.190002,234.820007,241.800003,241.800003,3843935
2016-05-03,237.360001,238.910004,231.619995,232.320007,232.320007,4302222
2016-05-04,230.289993,234.460007,220.399994,222.559998,222.559998,8700459
2016-05-05,228.460007,228.639999,209.789993,211.529999,211.529999,11254827
2016-05-06,210.869995,216.369995,208.110001,214.929993,214.929993,5685237
2016-05-09,215.720001,216.149994,206.800003,208.919998,208.919998,4776383
2016-05-10,207.550003,209.470001,205.000000,208.690002,208.690002,4070617
2016-05-11,207.589996,215.479996,206.050003,208.960007,208.960007,5161864
2016-05-12,211.440002,211.669998,203.657196,207.279999,207.279999,3650475
2016-05-13,207.779999,211.199997,206.699997,207.610001,207.610001,2822781
2016-05-16,208.149994,213.149994,207.919998,208.289993,208.289993,2949396
2016-05-17,209.050003,209.819901,204.020004,204.660004,204.660004,2843597
2016-05-18,209.149994,215.309998,207.750000,211.169998,211.169998,5617519
2016-05-19,213.619995,216.789993,207.300003,215.210007,215.210007,6866321
2016-05-20,216.990005,220.550003,216.350006,220.279999,220.279999,9007076
2016-05-23,219.869995,222.600006,215.860001,216.220001,216.220001,5102479
2016-05-24,216.600006,218.740005,215.179993,217.910004,217.910004,3013843
2016-05-25,217.910004,221.360001,216.509995,219.580002,219.580002,3132615
2016-05-26,220.500000,225.259995,219.050003,225.119995,225.119995,4072424
2016-05-27,224.990005,225.929993,220.750000,223.039993,223.039993,3650272
2016-05-31,223.039993,224.749695,221.500107,223.229996,223.229996,2789002
2016-06-01,221.479996,222.399994,216.889999,219.559998,219.559998,2982695
2016-06-02,219.589996,219.908997,217.110001,218.960007,218.960007,2032832
2016-06-03,220.000000,221.940002,218.009995,218.990005,218.990005,2228970
2016-06-06,218.000000,220.899994,215.449997,220.679993,220.679993,2249508
2016-06-07,222.240005,234.440002,221.520004,232.339996,232.339996,6213573
2016-06-08,233.800003,240.845001,232.604996,235.520004,235.520004,5971995
2016-06-09,234.979996,235.330002,227.059998,229.360001,229.360001,4492075
2016-06-10,227.389999,227.970001,218.421707,218.789993,218.789993,6026603
2016-06-13,219.500000,225.770004,217.660004,217.869995,217.869995,4193022
2016-06-14,218.880005,222.199997,212.529999,214.960007,214.960007,3580167
2016-06-15,216.949997,221.899994,215.130005,217.699997,217.699997,2908522
2016-06-16,217.419998,218.039993,213.500000,217.929993,217.929993,2440259
2016-06-17,217.809998,219.990005,214.500000,215.470001,215.470001,3112620
2016-06-20,219.500000,223.750000,218.229996,219.699997,219.699997,3555471
2016-06-21,220.679993,222.569000,218.809998,219.610001,219.610001,4529005
2016-06-22,199.470001,205.949997,195.750000,196.660004,196.660004,23742414
2016-06-23,195.690002,197.550003,192.130005,196.399994,196.399994,10130748
2016-06-24,190.050003,195.119995,189.729996,193.149994,193.149994,7026516
2016-06-27,190.860001,198.809998,187.869995,198.550003,198.550003,7220323
2016-06-28,201.889999,204.050003,199.410004,201.789993,201.789993,6212422
2016-06-29,205.130005,211.779999,203.000000,210.190002,210.190002,5994908
2016-06-30,212.970001,213.499893,209.020004,212.279999,212.279999,4843111
2016-07-01,206.139999,218.240005,206.000000,216.500000,216.500000,5399951
2016-07-05,209.729996,214.544098,208.000000,213.979996,213.979996,5175345
2016-07-06,210.000000,215.229996,209.000000,214.440002,214.440002,4919855
2016-07-07,213.100006,218.119995,213.009995,215.940002,215.940002,3612022
2016-07-08,217.800003,219.809998,214.500000,216.779999,216.779999,4074785
2016-07-11,219.960007,226.779999,219.509995,224.779999,224.779999,5429823
2016-07-12,224.100006,227.500000,223.220001,224.649994,224.649994,4576165
2016-07-13,225.500000,225.589996,220.289993,222.529999,222.529999,3567062
2016-07-14,223.119995,224.940002,221.050003,221.529999,221.529999,2675834
2016-07-15,222.520004,222.749893,219.639999,220.399994,220.399994,2234247
2016-07-18,219.639999,227.089996,218.300003,226.250000,226.250000,3412055
2016-07-19,225.000000,229.100006,224.750000,225.259995,225.259995,3115065
2016-07-20,226.470001,229.800003,225.000000,228.360001,228.360001,2568498
2016-07-21,226.000000,227.847000,219.100006,220.500000,220.500000,4428651
2016-07-22,221.990005,224.500000,218.880005,222.270004,222.270004,2579692
2016-07-25,222.270004,231.389999,221.371506,230.009995,230.009995,4490683
2016-07-26,227.690002,230.000000,225.300003,229.509995,229.509995,3430042
2016-07-27,229.339996,233.360001,226.919998,228.490005,228.490005,2889007
2016-07-28,227.949997,230.759995,226.600006,230.610001,230.610001,2419059
2016-07-29,230.699997,235.279999,230.240005,234.789993,234.789993,3070813
2016-08-01,235.500000,236.630005,229.380005,230.009995,230.009995,4016284
2016-08-02,229.369995,229.869995,221.399994,227.199997,227.199997,3934432
2016-08-03,227.369995,229.699005,224.210007,225.789993,225.789993,3887759
2016-08-04,225.690002,230.860001,222.050003,230.610001,230.610001,4146997
2016-08-05,230.000000,232.000000,227.399994,230.029999,230.029999,3205215
2016-08-08,228.000000,229.600006,226.089996,226.160004,226.160004,2263584
2016-08-09,226.820007,231.537506,226.649994,229.080002,229.080002,2207833
2016-08-10,228.240005,229.869995,224.619995,225.649994,225.649994,2338301
2016-08-11,226.169998,227.570007,223.410004,224.910004,224.910004,1880936
2016-08-12,225.410004,226.649994,224.039993,225.610001,225.610001,1813540
2016-08-15,226.020004,229.500000,224.929993,225.589996,225.589996,2034328
2016-08-16,225.490005,227.190002,223.410095,223.610001,223.610001,2267147
2016-08-17,224.330002,224.830002,222.800003,223.240005,223.240005,1787127
2016-08-18,223.820007,225.660004,222.289993,223.509995,223.509995,1714467
2016-08-19,223.539993,225.169006,222.529999,225.000000,225.000000,1659530
2016-08-22,224.169998,225.110001,222.679993,222.929993,222.929993,2065493
2016-08-23,224.320007,228.490005,222.800003,224.839996,224.839996,4784418
2016-08-24,227.050003,227.149994,222.220001,222.619995,222.619995,2570693
2016-08-25,223.110001,223.800003,220.770004,220.960007,220.960007,1762519
2016-08-26,222.139999,222.854996,218.820007,219.990005,219.990005,2238992
2016-08-29,220.149994,220.399994,215.000000,215.199997,215.199997,3266334
2016-08-30,216.110001,216.110001,210.520004,211.339996,211.339996,3168862
2016-08-31,210.429993,212.600006,208.649994,212.009995,212.009995,3276548
2016-09-01,209.009995,211.099899,200.500000,200.770004,200.770004,7943138
2016-09-02,202.330002,203.199997,196.199997,197.779999,197.779999,5977413
2016-09-06,199.020004,203.250000,199.000000,202.830002,202.830002,4390572
2016-09-07,205.500000,206.496796,200.710007,201.710007,201.710007,3640923
2016-09-08,199.550003,199.889999,196.360001,197.360001,197.360001,3377946
2016-09-09,199.089996,199.919998,193.699997,194.470001,194.470001,3756992
2016-09-12,195.000000,201.369003,194.100006,198.300003,198.300003,3715161
2016-09-13,197.059998,198.490005,193.449997,196.050003,196.050003,3589379
2016-09-14,195.750000,197.924805,194.856201,196.410004,196.410004,2259231
2016-09-15,196.490005,202.519302,196.399994,200.419998,200.419998,3085115
2016-09-16,200.419998,205.699997,199.000000,205.399994,205.399994,3107808
2016-09-19,207.000000,209.429993,205.000000,206.339996,206.339996,2299498
2016-09-20,206.850006,207.750000,203.910004,204.639999,204.639999,2410488
2016-09-21,206.369995,207.000000,201.559998,205.220001,205.220001,2633503
2016-09-22,206.399994,207.279999,203.000000,206.429993,206.429993,2382902
2016-09-23,205.990005,210.179993,205.669998,207.449997,207.449997,2905229
2016-09-26,206.500000,211.000000,206.500000,208.990005,208.990005,2394358
2016-09-27,209.649994,209.981796,204.609299,205.809998,205.809998,3373180
2016-09-28,207.509995,208.250000,205.259995,206.270004,206.270004,2088374
2016-09-29,205.600006,207.330002,200.580002,200.699997,200.699997,2727029
2016-09-30,202.210007,204.979996,199.550003,204.029999,204.029999,2586273
2016-10-03,212.300003,215.668793,208.250000,213.699997,213.699997,5999892
2016-10-04,213.100006,213.320007,208.820007,211.410004,211.410004,3541481
2016-10-05,212.240005,213.149994,208.119995,208.460007,208.460007,1877534
2016-10-06,202.460007,204.209900,200.210007,201.000000,201.000000,4703402
2016-10-07,201.000000,201.320007,195.800003,196.610001,196.610001,3493018
2016-10-10,201.350006,204.139999,199.660004,200.949997,200.949997,3316297
2016-10-11,201.850006,202.199997,198.309998,200.100006,200.100006,2328422
2016-10-12,200.949997,203.880005,200.419998,201.509995,201.509995,1970689
2016-10-13,200.500000,200.895004,197.050003,200.240005,200.240005,2495413
2016-10-14,200.660004,201.429993,196.300003,196.509995,196.509995,4269850
2016-10-17,197.050003,198.389999,192.000000,193.960007,193.960007,4554080
2016-10-18,195.990005,199.470001,193.259995,199.100006,199.100006,5680475
2016-10-19,199.740005,206.660004,198.059998,203.559998,203.559998,6991183
2016-10-20,202.119995,203.000000,197.050003,199.100006,199.100006,5072877
2016-10-21,198.600006,201.570007,197.410004,200.089996,200.089996,2943402
2016-10-24,201.000000,203.945206,200.250000,202.759995,202.759995,2751562
2016-10-25,202.899994,204.690002,201.199997,202.339996,202.339996,2445014
2016-10-26,201.000000,203.190002,200.100006,202.240005,202.240005,5632841
2016-10-27,211.339996,213.699997,201.649994,204.009995,204.009995,13093744
2016-10-28,204.000000,205.320007,199.830002,199.970001,199.970001,4280141
2016-10-31,202.490005,202.490005,195.809998,197.729996,197.729996,4692273
2016-11-01,198.039993,198.500000,188.104996,190.789993,190.789993,7060036
2016-11-02,190.050003,192.695099,187.505005,188.020004,188.020004,4253382
2016-11-03,189.000000,191.470001,187.040100,187.419998,187.419998,2653023
2016-11-04,189.000000,193.460007,185.960007,190.559998,190.559998,5146043
2016-11-07,193.589996,194.289993,190.050003,193.210007,193.210007,3870112
2016-11-08,193.789993,197.490005,191.259995,194.940002,194.940002,3267580
2016-11-09,186.875000,192.000000,183.949997,190.059998,190.059998,8173065
2016-11-10,191.050003,191.610001,180.419998,185.350006,185.350006,6750341
2016-11-11,184.240005,188.880005,183.000000,188.559998,188.559998,3988504
2016-11-14,188.000000,188.250000,178.190002,181.449997,181.449997,6552205
2016-11-15,182.779999,186.429993,182.050003,183.770004,183.770004,3902018
2016-11-16,182.649994,184.729996,181.210007,183.929993,183.929993,3434437
2016-11-17,183.490005,189.490005,182.110107,188.660004,188.660004,4887067
2016-11-18,190.649994,193.000000,185.000000,185.020004,185.020004,5210347
2016-11-21,185.039993,188.889999,184.410004,184.520004,184.520004,4361043
2016-11-22,185.839996,191.470001,183.710007,191.169998,191.169998,5603361
2016-11-23,190.610001,195.643997,189.000000,193.139999,193.139999,4891893
2016-11-25,193.639999,197.237198,193.639999,196.649994,196.649994,2366098
2016-11-28,195.479996,199.350006,194.550003,196.119995,196.119995,4529182
2016-11-29,195.559998,196.729996,189.500000,189.570007,189.570007,4439256
2016-11-30,191.000000,191.889999,187.500000,189.399994,189.399994,3547104
2016-12-01,188.250000,188.529999,181.000000,181.880005,181.880005,5126401
2016-12-02,182.880005,184.880005,180.000000,181.470001,181.470001,4042324
2016-12-05,182.509995,188.889999,182.509995,186.800003,186.800003,4072239
2016-12-06,185.520004,186.580002,182.682495,185.850006,185.850006,3391622
2016-12-07,186.149994,193.399994,185.000000,193.149994,193.149994,5461851
2016-12-08,192.050003,192.500000,189.539993,192.289993,192.289993,3194148
2016-12-09,190.869995,193.835999,190.809998,192.179993,192.179993,2722505
2016-12-12,192.800003,194.419998,191.039993,192.429993,192.429993,2438876
2016-12-13,193.179993,201.279999,193.000000,198.149994,198.149994,6823884
2016-12-14,198.740005,203.000000,196.759995,198.690002,198.690002,4150927
2016-12-15,198.410004,200.740005,197.389999,197.580002,197.580002,3219567
2016-12-16,198.080002,202.589996,197.600006,202.490005,202.490005,3796889
2016-12-19,202.490005,204.449997,199.839996,202.729996,202.729996,3488071
2016-12-20,203.050003,209.000000,202.500000,208.789993,208.789993,4689071
2016-12-21,208.449997,212.229996,207.410004,207.699997,207.699997,5207622
2016-12-22,208.220001,209.990005,206.500000,208.449997,208.449997,3111108
2016-12-23,208.000000,213.449997,207.710007,213.339996,213.339996,4670464
2016-12-27,214.880005,222.250000,214.419998,219.529999,219.529999,5915732
2016-12-28,221.529999,223.800003,217.199997,219.740005,219.740005,3782456
2016-12-29,218.559998,219.199997,214.122498,214.679993,214.679993,4044968
2016-12-30,216.300003,217.500000,211.679993,213.690002,213.690002,4642620
2017-01-03,214.860001,220.330002,210.960007,216.990005,216.990005,5923254
2017-01-04,214.750000,228.000000,214.309998,226.990005,226.990005,11213471
2017-01-05,226.419998,227.479996,221.949997,226.750000,226.750000,5911695
2017-01-06,226.929993,230.309998,225.449997,229.009995,229.009995,5527893
2017-01-09,228.970001,231.919998,228.000000,231.279999,231.279999,3979484
2017-01-10,232.000000,232.000000,226.889999,229.869995,229.869995,3659955
2017-01-11,229.070007,229.979996,226.679993,229.729996,229.729996,3650825
2017-01-12,229.059998,230.699997,225.580002,229.589996,229.589996,3790229
2017-01-13,230.000000,237.850006,229.589996,237.750000,237.750000,6092960
2017-01-17,236.699997,239.960007,234.369995,235.580002,235.580002,4617522
2017-01-18,236.649994,239.710007,235.580002,238.360001,238.360001,3768967
2017-01-19,247.250000,248.679993,240.750000,243.759995,243.759995,7732303
2017-01-20,245.460007,246.000000,243.009995,244.729996,244.729996,4204275
